name	map_to
Glycero-3-dithiophosphocholines	ISA37739
Glycero-3-thiophosphocholines	ISA37739
Furanones	ISA26912
Dihydrofurans	ISA51659
Phenylpiperazines	ISA26144
Dioxolopyrans	ISA38104; ISA27171
Tricarboxylic acids and derivatives	ISA36586
Isosorbides	ISA63433
Dibenzoxepines	ISA53802
Heterocyclic fatty acids	ISA48847
Pyrroloazepines	ISA38101; ISA27171
Pyran carboxylic acids and derivatives	ISA26407; ISA36586
Nitrobenzoic acids and derivatives	ISA25553
"2',5'-cyclic purine nucleotides"	ISA36982
Cyclic depsipeptides	ISA35213
Cyclic peptides	ISA23449
Cyclic glycopeptides and derivatives	ISA24396
Imidazole nucleosides and nucleotides	ISA61120
Purinethiones	ISA26401; ISA50492
Dithioxanthines	ISA50492
Piperazinoazepines	ISA27171; ISA38101
Imidazotetrazines	ISA72565
Mutilin derivatives	ISA23849
Pleuromutilin and derivatives	ISA38032; ISA33308; ISA3992
Triquinane sesquiterpenoids	ISA26658
Pyrazolotriazines	ISA27171; ISA38101
Pyrazolylpyridines	ISA46699
Thiazolecarboxylic acids and derivatives	ISA48901; ISA33859
Thiazolecarboxamides	ISA48901; ISA62733
Hybrid glycopeptides	ISA24396
Hybrid peptides	ISA16670
Pyranodioxins	ISA27171; ISA38104
Oxanes	ISA46942
Indolecarboxylic acids and derivatives	ISA46867
Indolecarboxamides and derivatives	ISA46921
Thiadiazolidines	ISA48865
Thiadiazolines	ISA38099
Thiophene carboxylic acids and derivatives	ISA48436
Thiophene carboxamides	ISA26961; ISA62733
Phenylpyrazoles	ISA26410; ISA36820
Thienopyrimidines	ISA27171; ISA38101; ISA38106
Bi- and oligothiophenes	ISA26961; ISA36820
Ureides	ISA74266
N-acyl ureas	ISA74266
"N,N'-diacyl ureas"	ISA74266
Thioketone s-oxides	ISA22063
Dithiohemiacetals	ISA59792
Seleninic acids and derivatives	ISA25712
Dipyrrins	ISA36749
Semioxamazones	ISA38532
Ergopeptines	ISA25904
Stigmastanes and derivatives	ISA35341; HPH26773
Isoselenocyanates	ISA25712; ISA35352
Carbonyl imides	ISA51163
Carbonyl oxides	ISA51165
Organic thiosulfuric acids and derivatives	ISA37996
Azo imides	ISA35352
Azoxy compounds	ISA37390
Formazans	ISA37533; ISA38532
Gorgostanes and derivatives	ISA35341; HPH24424
Selenols	ISA25712
Selones	ISA25712
Terphenyls	ISA36820
Acenaphthenes and derivatives	ISA22156
Phenylnaphthalenes	ISA25477; ISA22712; ISA36820
Bakkenolides	ISA37667
Ambrosanolides and secoambrosanolides	ISA37667
Eremophilanolides and secoeremophilanolides	ISA37667
Cadinanolides	ISA37667
Terpene glycosides	ISA61777
Tetrathianes	ISA38106
Agarofurans	ISA26658
Metalloheterocyclic compounds	ISA25707
Silyl enol ethers	ISA47986
Isoquinolones and derivatives	ISA24922
Dithiins	ISA38106
Furazans	ISA46815
Furoxans	ISA46815; ISA35580
Oxathiins	ISA38104; ISA38106
Benzoxathiins	ISA46671
Phenoxathiins	ISA26979; ISA38104; ISA38106
Diazaphospholanes	ISA25710; ISA38101
Diazaphospholines	ISA25710; ISA38101
Diazaphospholes	ISA25710; ISA38101
Histrionicotoxins	ISA22315
Organic orthonitrates	ISA24868
Organic perbromates	ISA24868; HP29246
Organic perchlorates	ISA24868; HP49706
Organic periodates	ISA24868; HP49826
Organic permanganates	ISA24868; HP25939
Organic pertechnetates	ISA24868
Organic phosphites	ISA24868; HP26045
Organic selenates	ISA24868; HP15075
Organic selenites	ISA24868; HP18212
Organosulfites	ISA24868; HP17359
M-quinomethanes	ISA52404
Organic peroxomonosulfates	ISA24868; HP29288
Organic peroxodisulfates	ISA24868; HP29267
Organic pyrosulfates	ISA24868; HP45163
Organic tetrathionates	ISA24868; HP26936
Organic thiosulfates	ISA24868; HP16094
Organic dithionites	ISA24868; HP42160
Organic hyposulfites	ISA24868; HP16094
Isoxazolidines	ISA38329
Isoxazolidinones	ISA55375
Pyrazinecarboxamides	ISA38314; ISA37622
Sulfanylbenzoic acids and derivatives	ISA59126
Indoloquinazolines	ISA38163; ISA38101
Acyloins	ISA2468
Oxoprolines	ISA25801
Dithioles	ISA38081
Dihydrothiophenes	ISA38106
Tocotrienols	ISA33235
"N-sulfonyl-1,2,4-triazoles"	ISA35727; ISA35358
Glucuronic acid derivatives	ISA63436
Methanesulfonates	ISA25223
Beta sultims	ISA38101; ISA38106
Gamma sultims	ISA38101; ISA38106
Delta sultims	ISA38101; ISA38106
Cyclohexylphenols	ISA38976; ISA36820
Benzodioxins	ISA64096
1-acyl-sn-glycerol-3-phosphoinositols	ISA16617
Azarsinanes	ISA33406; ISA38101
Benzarsazines and derivatives	ISA33406; ISA38101
Phenarsazines and derivatives	ISA33406; ISA38101
Glycosyl compounds	ISA24400
Anthracyclines	ISA48120
Benzodioxinopyrroles	ISA26979; ISA38104; ISA38101
Benzomorpholines	ISA46969
Dioxiranes	ISA38104
Furoindazoles	ISA38101; ISA38104
Pyranopyridines	ISA38192
Azaborines	ISA33406
Azaborinines	ISA33406
Naphthothiazoles	ISA48903
Stannines	ISA25717
Stannoles	ISA25717
Triazolopyridazines	ISA48384
Oxazolopyridines	ISA38765
Quassinoids	ISA72485
2-acyl-sn-glycerol-3-phosphoinositols	ISA62749
"2',5'-cyclic pyrimidine nucleotides"	ISA36983
O-quinomethanes	ISA52404
P-quinomethanes	ISA52404
Triazolothiazoles	ISA38101; ISA38106; ISA27171
Alkyl glycosides	ISA24400
P-terphenyls	ISA75874
Pyrazolopyrazoles	ISA62826
Pyrrolopyrazoles	ISA46866
Pyranopyrimidines	ISA38104; ISA38101; ISA27171
Monothioketals	ISA59799
Monothioacetals	ISA59793
Dithioacetals	ISA59794
Dithioketals	ISA59800
Purine deoxyribonucleotides	ISA26395
Purine deoxyribonucleoside monophosphates	ISA26392
Purine deoxyribonucleoside diphosphates	ISA26391
Purine deoxyribonucleoside triphosphates	ISA26389
Purine deoxyribonucleoside polyphosphates	ISA25608
Purine 2'-deoxyribonucleoside diphosphates	ISA26387
Purine 3'-deoxyribonucleoside diphosphates	ISA26391
Purine 2'-deoxyribonucleoside monophosphates	ISA26388
Purine 3'-deoxyribonucleoside monophosphates	ISA47974
Purine 2'-deoxyribonucleoside polyphosphates	ISA25608
Purine 3'-deoxyribonucleoside polyphosphates	ISA25608
Purine 2'-deoxyribonucleoside triphosphates	ISA26389
Purine 3'-deoxyribonucleoside triphosphates	ISA26389
Pyrimidine ribonucleotides	ISA26446
Pyrimidine deoxyribonucleotides	ISA26441
Pyrimidine deoxyribonucleoside bisphosphates	ISA25608
Pyrimidine deoxyribonucleoside diphosphates	ISA26437
Pyrimidine deoxyribonucleoside monophosphates	ISA26438
Pyrimidine deoxyribonucleoside polyphosphates	ISA25608
Pyrimidine deoxyribonucleoside triphosphates	ISA26435
"Pyrimidine deoxyribonucleoside 2',5'-bisphosphates"	ISA25608
"Pyrimidine deoxyribonucleoside 3',5'-bisphosphates"	ISA25608
Pyrimidine 2'-deoxyribonucleoside diphosphates	ISA26433
Pyrimidine 3'-deoxyribonucleoside diphosphates	ISA26437
Pyrimidine 2'-deoxyribonucleoside monophosphates	ISA26434
Pyrimidine 3'-deoxyribonucleoside monophosphates	ISA47930
Pyrimidine 3'-deoxyribonucleoside polyphosphates	ISA25608
Pyrimidine 2'-deoxyribonucleoside polyphosphates	ISA25608
Pyrimidine 2'-deoxyribonucleoside triphosphates	ISA26435
Pyrimidine 3'-deoxyribonucleoside triphosphates	ISA26435
"10,11-secoergolines"	ISA22315
"Pyrimidine 2',3'-dideoxyribonucleoside diphosphates"	ISA26437
"Pyrimidine 2',3'-dideoxyribonucleoside monophosphates"	ISA47973
"Pyrimidine 2',3'-dideoxyribonucleoside polyphosphates"	ISA25608
"Pyrimidine 2',3'-dideoxyribonucleoside triphosphates"	ISA26435
"Purine 2',3'-dideoxyribonucleoside diphosphates"	ISA26391
"Purine 2',3'-dideoxyribonucleoside monophosphates"	ISA26392
"Purine 2',3'-dideoxyribonucleoside polyphosphates"	ISA25608
"Purine 2',3'-dideoxyribonucleoside triphosphates"	ISA26389
Purine deoxyribonucleoside bisphosphates	ISA61078
Pyrazole nucleosides and nucleotides	ISA61120
"Purine deoxyribonucleoside 3',5'-bisphosphates"	ISA61078
"Purine deoxyribonucleoside 2',5'-bisphosphates"	ISA61078
Purine 2'-deoxyribonucleosides and analogues	ISA61120
Purine 3'-deoxyribonucleosides and analogues	ISA61120
"Purine 2',3'-dideoxyribonucleosides and analogues"	ISA61120
Pyrimidine 2'-deoxyribonucleosides and analogues	ISA61120
Pyrimidine 3'-deoxyribonucleosides and analogues	ISA61120
"Pyrimidine 2',3'-dideoxyribonucleosides and analogues"	ISA61120
Phenyltriazoles	ISA35727
Piperazinesulfonamides	ISA26144; ISA35358
Pyrazolopyrimidine nucleosides and nucleotides	ISA61120
N-amidino-alpha amino acids	ISA24436; ISA25384
Primary ketimines	ISA33272
Phthalide isoquinolines	ISA24922
1-phenethyltetrahydroisoquinolines	ISA24922
Pachysanane triterpenoids	ISA36615
Oligosaccharide phosphates	ISA16916
"6,7-secoergolines"	ISA22315
Ergopeptams	ISA22315
"Hydroxy bile acids, alcohols and derivatives"	ISA35341
Naphthylisoquinolines	ISA24922; ISA25477
Naphthylquinolines	ISA26513; ISA25477
Oxazolopyrazines	ISA48275
"Pentahydroxy bile acids, alcohols and derivatives"	ISA35341
Peptidosulfonamides	ISA32988
Phenylazetidines	ISA38777; ISA22712; ISA36820
Sophorolipids	ISA51075
Hydropyrimidines	ISA39447
Glycosylamines	ISA21731
C-glycosyl compounds	ISA20857
Thioglycosides	ISA35275
Selenoglycosides	ISA63161
O-glycosyl compounds	ISA24400
"Purine ribonucleoside 2',5'-bisphosphates"	ISA64620
"Purine ribonucleoside 3',5'-bisphosphates"	ISA64620
Sugar alcohols	ISA17522
Isoxazolines	ISA55373
Pyridine carboxaldehydes	ISA38187
Glycerophosphocholines	ISA36313
Glycerophosphates	ISA26707
Glycerophosphoethanolamines	ISA36314
Glycerophosphoglycerols	ISA24360
Glycerophosphoglycerophosphates	ISA37739
Glycerophosphoserines	ISA35766
Glycerophosphoinositols	ISA36315
Glycerophosphoinositol phosphates	ISA35771
Polyprenylphenols	ISA33853
Hydropyrimidine carboxylic acids and derivatives	ISA78574
Butenolides	ISA50523
Hydropyridines	ISA50075
Dioxaborolanes	ISA38278; ISA38104
Dioxaboroles	ISA38278; ISA38104
Oxaborole derivatives	ISA38278; ISA38104
Dialkylamines	ISA50995
Medium-chain aldehydes	ISA35746
Short-chain aldehydes	ISA59768
Ubiquinols	ISA17976
Isoxazolinones	ISA55373
Aldazines	ISA38532
Aminotetrazines	ISA39321
Ketazines	ISA38532
Delta sultones	ISA33552
Arylsulfonic acids and derivatives	ISA33555
Quinolizine carboxylic acids and derivatives	ISA38063; ISA33575
Trialkylamines	ISA50996
Thiopyranoquinolines	ISA38101; ISA38106; ISA26979
Aromatic amines	ISA33860
Elemanolides	ISA37667
Phenylacetylindoles	ISA24828
"8,2'-cyclic pyrimidine nucleotides"	ISA36983
Abscisic acids and derivatives	ISA36758
Cinchona alkaloids	ISA51323
Naphthoylindoles	ISA46921
"Pyrimidine ribonucleoside 2',5'-bisphosphates"	ISA61079
"Pyrimidine ribonucleoside 3',5'-bisphosphates"	ISA61079
Cyclic glycodepsipeptides	ISA35213; ISA24400
Thioaldehyde s-oxides	ISA22063
Alk(en)ylacylglycerols	ISA76578; ISA35741
Nicotinamides	ISA25529; HFP17154
N-substituted nicotinamides	ISA25529; HFP17154
Glyceraldehyde-3-phosphates	ISA35142
Pyrrolidinecarboxamides	ISA46770
Substituted pyrroles	ISA26455
N-substituted pyrroles	ISA26455
Pentose phosphates	ISA33447
Hexose phosphates	ISA33447
Oxathioles	ISA38104; ISA38106
Gluconolactones	ISA24267
Pyranopterins and derivatives	ISA63169
Sulfoquinovosyldiacylglycerols	ISA63427
Pyrazine carboxylic acids and derivatives	ISA38314
Actinide selenophosphates	ISA24839; HP16144
Alkali metal selenophosphates	ISA35479; HP16144
Lanthanide selenophosphates	ISA24839; HP16144
Metalloid selenophosphates	ISA24839; HP16144
Non-metal selenophosphates	ISA24839; HP16144
Post-transition metal selenophosphates	ISA24839; HP16144
Transition metal selenophosphates	ISA33861; HP16144
Hydantoins	ISA24628
Allantoins	ISA24628
Nitronaphthalenes	ISA50631
N-acyl-alpha-hexosamines	ISA21656
Alkaline earth metal selenophosphates	ISA36364; HP16144
Shikimic acids and derivatves	ISA36586
Benzene and substituted derivatives	ISA22712
Indole-3-glycerol-3-phosphates	ISA24828
N-acyl-alpha-hexosamine-6-phosphates	ISA60926
Phenylhydantoins	ISA24628
Pterin carboxylates	ISA26375
Pyrrolopyrimidinecarboxylic acids and derivatives	ISA38670
Carboximidic acids and derivatives	ISA35352
Polyols	ISA26191
Pyrroline carboxylic acids and derivatives	ISA23763
Thiomorpholines	ISA36393
Thiomorpholine carboxylic acids and derivatives	ISA36393
Non-metal dithiophosphates	ISA24839; HP33461
Non-metal thiophosphates	ISA24839; HP33461
Actinide dithiophosphates	ISA24839; HP33461
Actinide thiophosphates	ISA24839; HP33461
Alkali metal thiophosphates	ISA35479; HP33461
Alkali metal dithiophosphates	ISA35479; HP33461
Alkaline earth metal thiophosphates	ISA36364; HP33461
Alkaline earth metal dithiophosphates	ISA36364; HP33461
Lanthanide thiophosphates	ISA24839; HP33461
Lanthanide dithiophosphates	ISA24839; HP74591
Metalloid thiophosphates	ISA24839; HP74591
Metalloid dithiophosphates	ISA24839; HP74591
Post-transition metal thiophosphates	ISA24839; HP74591
Post-transition metal dithiophosphates	ISA24839; HP74591
Transition metal thiophosphates	ISA24839; HP74591
Transition metal dithiophosphates	ISA24839; HP74591
Pyrrolopyrimidine nucleosides and nucleotides	ISA61120
Morpholine carboxylic acids and derivatives	ISA38785
Phenylpyrimidines	ISA39447
Alpha amino acid amides	ISA22475
Substituted imidazoles	ISA24780
N-substituted imidazoles	ISA24780
Piperidinecarboxamides	ISA48592
Thienodiazepines	ISA38101; ISA38106
Quinazolinamines	ISA38530
Piperazine carboxylic acids and derivatives	ISA26144
Piperazine carboxamides	ISA46853
Phenylpyridines	ISA38193
Carbacephems	ISA55504
Phenol esters	ISA33853; ISA36054
Halophenols	ISA38856
Cycloartanols and derivatives	ISA36615
Triazolodiazepines	ISA38101; ISA27171
Benzothiadiazoles	ISA48864
Triazole carboxylic acids and derivatives	ISA35727
Triazole carboxamides	ISA35727
Thiadiazole sulfonamides	ISA38099; ISA35358
Phenylimidazoles	ISA24780
Isoxazolidinediones	ISA55374
Aminothiazoles	ISA48901
Isoxazolopyridines	ISA38101; ISA38104; ISA27171
Isoxazolopyrazines	ISA38101; ISA38104; ISA27171
Benzisoxazoles	ISA51549
Benzisoxazolones	ISA51549
Phenylpyrroles	ISA26455
Phenylpyrrolines	ISA23763
Phenylpyrrolidines	ISA38260
Imidazolethiones	ISA24780
Cycloheptathiophenes	ISA38106
Chromenopyridines	ISA53792
Azasteroids and derivatives	ISA35726
Phenol ethers	ISA35618
Triazole ribonucleosides and ribonucleotides	ISA61120
Dialk(en)ylglycerophosphoglycerophoshates	ISA37739
Methoxybenzoic acids and derivatives	ISA25238
O-methoxybenzoic acids and derivatives	ISA25238
P-methoxybenzoic acids and derivatives	ISA25238
M-methoxybenzoic acids and derivatives	ISA25238
Phenylquinolines	ISA26513
Naphthalenecarboxamides	ISA48739
Pyrazole carboxylic acids and derivatives	ISA26410
Benzocycloheptapyridines	ISA48593
Thioenol ethers	ISA16385
Thioenols	ISA59722
Enol esters	ISA35701
Benzoisochromanequinones	ISA48129
Diketopiperazines	ISA65061
Aminopiperidines	ISA48588
Triterpene saponins	ISA61778
Thiophenol ethers	ISA16385
Thiophenol esters	ISA51277
Thiobenzoic acids and derivatives	ISA33261
Thienamycins	ISA46633
Phenylacetamides	ISA22160
Steroidal saponins	ISA61655
Cyanogenic glycosides	ISA23436
Non-metal phosphonates	ISA24839; HP33461
Actinide phosphonates	ISA24839; HP33461
Alkali metal phosphonates	HP33461; ISA35479
Alkaline earth metal phosphonates	HP33461; ISA36364
Lanthanide phosphonates	HP33461; ISA24839
Metalloid phosphonates	HP33461; ISA24839
Post-transition metal phosphonates	HP33461; ISA24839
Transition metal phosphonates	HP33461; ISA24839
Furanoquinolines	ISA38101; ISA38104; ISA26979
Secondary ketimines	ISA33272
Nitrite esters	ISA46649
Piperazinopiperidines	ISA38101; ISA27171
Pyrroloquinoxalines	ISA64056
Thiazoloquinazolines	ISA38106; ISA38101; ISA26979
Limonoids	ISA39434
17-furanylsteroids and derivatives	ISA35341
Oxasteroids and derivatives	ISA50917
Thiasteroids and derivatives	ISA33261; ISA35341
Benzoquinones	ISA22729
O-quinones	ISA25622
M-quinones	ISA25099
P-quinones	ISA25830
O-iminoquinones	ISA50193
Diazinanes	ISA38101; ISA25693
P-iminoquinones	ISA50193
Glycerol ethers	ISA24353
Azines	ISA38532
Azomethines	ISA50228
Shiff bases	ISA50229
Primary aldimines	ISA33271
Azomethine imides	ISA51152
Nitrones	ISA77477
Azomethine ylides	ISA51159
Azonic acids and derivatives	ISA35352; ISA36963; HFP37769
"Adianane, fernane, filicane, and neohopane triterpenoids"	ISA36615
Thiophthalic anhydrides	ISA38837
N-acyl-alpha amino acids	ISA51569
N-carbamoyl-alpha amino acids	ISA21689
Alpha amino acids	ISA33704
Imidazole carboxylic acids	ISA38307
Indolecarboxylic acids	ISA46867
Morpholine carboxylic acids	ISA38785; ISA33575
Thiomorpholine carboxylic acids	ISA36393; ISA33576
Oxirane carboxylic acids	ISA32955; ISA33575
Piperazine carboxylic acids	ISA48683
Piperidinecarboxylic acids	ISA26151; ISA33575
Pyran carboxylic acids	ISA26407; ISA33575
Pyrazine carboxylic acids	ISA48345
Pyridinecarboxylic acids	ISA26421; ISA33859
Pyrimidinecarboxylic acids	ISA78574
Pyrrolidine carboxylic acids	ISA46767; ISA33575
Pyrroline carboxylic acids	ISA23763; ISA33575
Thiazolecarboxylic acids	ISA38418; ISA33575
Thiophene carboxylic acids	ISA48436
Triazole carboxylic acids	ISA35727; ISA33575
Naphthalenecarboxylic acids	ISA25483
Azetidinecarboxylic acids	ISA46891; ISA33575
Aziridinecarboxylic acids	ISA22681; ISA33575
Anthracenecarboxylic acids	ISA46955
Tellurols	ISA36652
Tellones	ISA36652
Carboselenoic acids and derivatives	ISA25712
Selenazoles	ISA48101
Selenoethers	ISA25712
Selenoesters	ISA25712
Telluroethers	ISA36652
Alpha-bromoaldehydes	ISA17478; ISA37141
"Alpha,beta-unsaturated aldehydes"	ISA51718
Alpha-hydrogen aldehydes	ISA17478
Beta-hydroxy aldehydes	ISA50413
Enals	ISA51688
Ynals	ISA51720
Terminal alkynes	ISA73477
Internal alkynes	ISA73474
Artemisins	ISA26658
Naphthols and derivatives	ISA25392
Nitrosopiperidines	ISA26151; ISA35800
Nitrosothiols	ISA35800
N-methylnitrosoureas	ISA76551
Peroxycarboxylic acids and derivatives	ISA36586
Peroxycarboxylic acids	ISA52094
Piperidinylpiperazines	ISA26151; ISA26144
Benzenoids	ISA33836
Amines	ISA32952
Primary amines	ISA32877
Secondary amines	ISA32863
Tertiary amines	ISA32876
Primary aromatic amines	ISA50471
Tertiary alkylarylamines	ISA32876
Diarylamines	ISA32863
Germacrane sesquiterpenoids	ISA68588
Triarylamines	ISA32876
Secondary alkylarylamines	ISA32863
Nitramines	ISA25543
Alkanolamines	ISA22478
Nitrile imides	ISA47846
Imidothioic acids and derivatives	ISA35352; ISA33261
Diarylethers	ISA35618
Hydrazidines	ISA51143
Ynols	ISA33824
Oxazaphosphinanes	ISA25710; ISA38101
"1,2-diols"	ISA26191
Organoselenium compounds	ISA25712
Organotellurium compounds	ISA36652
Selenocyanates	ISA25712
Selenenyl halides	ISA25712
Diselenides	ISA25712
Selenoxides	ISA25712
Perselenic acids	ISA25712
Perselenic acids and derivatives	ISA25712
Seleniranes	ISA48102
Telluraldehydes	ISA36652
Ditellurides	ISA36652
Tellurones	ISA36652
Telluric acids and derivatives	ISA36652
Telluric acids	ISA36652
Telluroxides	ISA36652
Dicarboxdiimides	ISA35352
Carboximidic acids	ISA48378
Thiols	ISA29256
Dioxathiolanes	ISA38106; ISA38104
Organic nitric acids	ISA35352
Oligophosphenes	ISA25710
Diphosphenes	ISA25710
Azolines	ISA38101
Azolidines	ISA38101
O-benzoquinones	ISA25622; ISA22729
M-benzoquinones	ISA36141; ISA22729
P-benzoquinones	ISA25830; ISA22729
Quinones	ISA36141
Isoindolines	ISA24897
Indoles	ISA24828
Isothiochromenes	ISA27171; ISA38106
Thiochromenes	ISA50747
Alkanes	ISA18310
Alkenes	ISA32878
Cembranolides	ISA60687
Hydroxycinnamic acids	ISA24689
Cinnamic acids	ISA23252
Coumaric acids	ISA24689; HFP36090
Isoflavonoids	ISA50753
Homoisoflavonoids	ISA73233
Homoisoflavans	ISA73233
Cyclitols and derivatives	ISA23451
Aminocyclitols and derivatives	ISA61689
Inositol phosphates	ISA24846
Quinic acids and derivatives	ISA26493
O-galloylquinic acids and derivatives	ISA26493; HFP30778
Salicylic acids	ISA24676; HFP16914
Salicylamides	ISA53443
N-piperazineacetamides	ISA46844
Chamigranes	ISA26658
Annonaceous acetogenins	ISA26188
Acylphloroglucinols and derivatives	ISA33308; HFP16204
